index,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
G1,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G2,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G3,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G4,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G5,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G6,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G7,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
G8,7,2,1,4,6,11,6,1,1,1,1,1,1,1,1,8,8
