grade,size,rafter_spacing,roof_type,roof_load_width,span_type,max_span
MGP10,3/90x35,450,sheet,7000,continuous,600
MGP10,3/90x35,450,sheet,6500,continuous,600
MGP10,3/90x35,450,sheet,6000,continuous,600
MGP10,3/90x35,450,sheet,5500,continuous,600
MGP10,3/90x35,450,sheet,5000,continuous,600
MGP10,3/90x35,450,sheet,4500,continuous,600
MGP10,3/90x35,450,sheet,4000,continuous,600
MGP10,3/90x35,450,sheet,3500,continuous,600
MGP10,3/90x35,450,sheet,3000,continuous,600
MGP10,3/90x35,450,sheet,2500,continuous,600
MGP10,3/90x35,450,sheet,2000,continuous,600
MGP10,3/90x35,450,sheet,1500,continuous,600
MGP10,3/90x35,450,sheet,1000,continuous,600
MGP10,3/90x35,450,sheet,500,continuous,600
MGP10,3/90x35,450,sheet,0,continuous,600
MGP10,3/90x45,450,sheet,7500,continuous,600
MGP10,3/90x45,450,sheet,7000,continuous,600
MGP10,3/90x45,450,sheet,6500,continuous,600
MGP10,3/90x45,450,sheet,6000,continuous,600
MGP10,3/90x45,450,sheet,5500,continuous,600
MGP10,3/90x45,450,sheet,5000,continuous,600
MGP10,3/90x45,450,sheet,4500,continuous,600
MGP10,3/90x45,450,sheet,4000,continuous,600
MGP10,3/90x45,450,sheet,3500,continuous,600
MGP10,3/90x45,450,sheet,3000,continuous,600
MGP10,3/90x45,450,sheet,2500,continuous,600
MGP10,3/90x45,450,sheet,2000,continuous,600
MGP10,3/90x45,450,sheet,1500,continuous,600
MGP10,3/90x45,450,sheet,1000,continuous,600
MGP10,3/90x45,450,sheet,500,continuous,600
MGP10,3/90x45,450,sheet,0,continuous,600
MGP10,70x35,600,sheet,4500,continuous,300
MGP10,70x35,600,sheet,4000,continuous,300
MGP10,70x35,600,sheet,3500,continuous,300
MGP10,70x35,600,sheet,3000,continuous,300
MGP10,70x35,600,sheet,2500,continuous,600
MGP10,70x35,600,sheet,2000,continuous,600
MGP10,70x35,600,sheet,1500,continuous,600
MGP10,70x35,600,sheet,1000,continuous,600
MGP10,70x35,600,sheet,500,continuous,600
MGP10,70x35,600,sheet,0,continuous,600
MGP10,70x45,600,sheet,7500,continuous,300
MGP10,70x45,600,sheet,7000,continuous,300
MGP10,70x45,600,sheet,6500,continuous,450
MGP10,70x45,600,sheet,6000,continuous,450
MGP10,70x45,600,sheet,5500,continuous,600
MGP10,70x45,600,sheet,5000,continuous,600
MGP10,70x45,600,sheet,4500,continuous,600
MGP10,70x45,600,sheet,4000,continuous,600
MGP10,70x45,600,sheet,3500,continuous,600
MGP10,70x45,600,sheet,3000,continuous,600
MGP10,70x45,600,sheet,2500,continuous,600
MGP10,70x45,600,sheet,2000,continuous,600
MGP10,70x45,600,sheet,1500,continuous,600
MGP10,70x45,600,sheet,1000,continuous,600
MGP10,70x45,600,sheet,500,continuous,600
MGP10,70x45,600,sheet,0,continuous,600
MGP10,2/70x35,600,sheet,7500,continuous,600
MGP10,2/70x35,600,sheet,7000,continuous,600
MGP10,2/70x35,600,sheet,6500,continuous,600
MGP10,2/70x35,600,sheet,6000,continuous,600
MGP10,2/70x35,600,sheet,5500,continuous,600
MGP10,2/70x35,600,sheet,5000,continuous,600
MGP10,2/70x35,600,sheet,4500,continuous,600
MGP10,2/70x35,600,sheet,4000,continuous,600
MGP10,2/70x35,600,sheet,3500,continuous,600
MGP10,2/70x35,600,sheet,3000,continuous,600
MGP10,2/70x35,600,sheet,2500,continuous,600
MGP10,2/70x35,600,sheet,2000,continuous,600
MGP10,2/70x35,600,sheet,1500,continuous,600
MGP10,2/70x35,600,sheet,1000,continuous,600
MGP10,2/70x35,600,sheet,500,continuous,600
MGP10,2/70x35,600,sheet,0,continuous,600
MGP10,2/70x45,600,sheet,7500,continuous,600
MGP10,2/70x45,600,sheet,7000,continuous,600
MGP10,2/70x45,600,sheet,6500,continuous,600
MGP10,2/70x45,600,sheet,6000,continuous,600
MGP10,2/70x45,600,sheet,5500,continuous,600
MGP10,2/70x45,600,sheet,5000,continuous,600
MGP10,2/70x45,600,sheet,4500,continuous,600
MGP10,2/70x45,600,sheet,4000,continuous,600
MGP10,2/70x45,600,sheet,3500,continuous,600
MGP10,2/70x45,600,sheet,3000,continuous,600
MGP10,2/70x45,600,sheet,2500,continuous,600
MGP10,2/70x45,600,sheet,2000,continuous,600
MGP10,2/70x45,600,sheet,1500,continuous,600
MGP10,2/70x45,600,sheet,1000,continuous,600
MGP10,2/70x45,600,sheet,500,continuous,600
MGP10,2/70x45,600,sheet,0,continuous,600
MGP10,3/70x35,600,sheet,7500,continuous,600
MGP10,3/70x35,600,sheet,7000,continuous,600
MGP10,3/70x35,600,sheet,6500,continuous,600
MGP10,3/70x35,600,sheet,6000,continuous,600
MGP10,3/70x35,600,sheet,5500,continuous,600
MGP10,3/70x35,600,sheet,5000,continuous,600
MGP10,3/70x35,600,sheet,4500,continuous,600
MGP10,3/70x35,600,sheet,4000,continuous,600
MGP10,3/70x35,600,sheet,3500,continuous,600
MGP10,3/70x35,600,sheet,3000,continuous,600
MGP10,3/70x35,600,sheet,2500,continuous,600
MGP10,3/70x35,600,sheet,2000,continuous,600
MGP10,3/70x35,600,sheet,1500,continuous,600
MGP10,3/70x35,600,sheet,1000,continuous,600
MGP10,3/70x35,600,sheet,500,continuous,600
MGP10,3/70x35,600,sheet,0,continuous,600
MGP10,3/70x45,600,sheet,7500,continuous,600
MGP10,3/70x45,600,sheet,7000,continuous,600
MGP10,3/70x45,600,sheet,6500,continuous,600
MGP10,3/70x45,600,sheet,6000,continuous,600
MGP10,3/70x45,600,sheet,5500,continuous,600
MGP10,3/70x45,600,sheet,5000,continuous,600
MGP10,3/70x45,600,sheet,4500,continuous,600
MGP10,3/70x45,600,sheet,4000,continuous,600
MGP10,3/70x45,600,sheet,3500,continuous,600
MGP10,3/70x45,600,sheet,3000,continuous,600
MGP10,3/70x45,600,sheet,2500,continuous,600
MGP10,3/70x45,600,sheet,2000,continuous,600
MGP10,3/70x45,600,sheet,1500,continuous,600
MGP10,3/70x45,600,sheet,1000,continuous,600
MGP10,3/70x45,600,sheet,500,continuous,600
MGP10,3/70x45,600,sheet,0,continuous,600
MGP10,90x35,600,sheet,6500,continuous,300
MGP10,90x35,600,sheet,6000,continuous,300
MGP10,90x35,600,sheet,5500,continuous,300
MGP10,90x35,600,sheet,5000,continuous,300
MGP10,90x35,600,sheet,4500,continuous,450
MGP10,90x35,600,sheet,4000,continuous,450
MGP10,90x35,600,sheet,3500,continuous,600
MGP10,90x35,600,sheet,3000,continuous,600
MGP10,90x35,600,sheet,2500,continuous,600
MGP10,90x35,600,sheet,2000,continuous,600
MGP10,90x35,600,sheet,1500,continuous,600
MGP10,90x35,600,sheet,1000,continuous,600
MGP10,90x35,600,sheet,500,continuous,600
MGP10,90x35,600,sheet,0,continuous,600
MGP10,90x45,600,sheet,7500,continuous,600
MGP10,90x45,600,sheet,7000,continuous,600
MGP10,90x45,600,sheet,6500,continuous,600
MGP10,90x45,600,sheet,6000,continuous,600
MGP10,90x45,600,sheet,5500,continuous,600
MGP10,90x45,600,sheet,5000,continuous,600
MGP10,90x45,600,sheet,4500,continuous,600
MGP10,90x45,600,sheet,4000,continuous,600
MGP10,90x45,600,sheet,3500,continuous,600
MGP10,90x45,600,sheet,3000,continuous,600
MGP10,90x45,600,sheet,2500,continuous,600
MGP10,90x45,600,sheet,2000,continuous,600
MGP10,90x45,600,sheet,1500,continuous,600
MGP10,90x45,600,sheet,1000,continuous,600
MGP10,90x45,600,sheet,500,continuous,600
MGP10,90x45,600,sheet,0,continuous,600
MGP10,2/90x35,600,sheet,7500,continuous,600
MGP10,2/90x35,600,sheet,7000,continuous,600
MGP10,2/90x35,600,sheet,6500,continuous,600
MGP10,2/90x35,600,sheet,6000,continuous,600
MGP10,2/90x35,600,sheet,5500,continuous,600
MGP10,2/90x35,600,sheet,5000,continuous,600
MGP10,2/90x35,600,sheet,4500,continuous,600
MGP10,2/90x35,600,sheet,4000,continuous,600
MGP10,2/90x35,600,sheet,3500,continuous,600
MGP10,2/90x35,600,sheet,3000,continuous,600
MGP10,2/90x35,600,sheet,2500,continuous,600
MGP10,2/90x35,600,sheet,2000,continuous,600
MGP10,2/90x35,600,sheet,1500,continuous,600
MGP10,2/90x35,600,sheet,1000,continuous,600
MGP10,2/90x35,600,sheet,500,continuous,600
MGP10,2/90x35,600,sheet,0,continuous,600
MGP10,2/90x45,600,sheet,7500,continuous,600
MGP10,2/90x45,600,sheet,7000,continuous,600
MGP10,2/90x45,600,sheet,6500,continuous,600
MGP10,2/90x45,600,sheet,6000,continuous,600
MGP10,2/90x45,600,sheet,5500,continuous,600
MGP10,2/90x45,600,sheet,5000,continuous,600
MGP10,2/90x45,600,sheet,4500,continuous,600
MGP10,2/90x45,600,sheet,4000,continuous,600
MGP10,2/90x45,600,sheet,3500,continuous,600
MGP10,2/90x45,600,sheet,3000,continuous,600
MGP10,2/90x45,600,sheet,2500,continuous,600
MGP10,2/90x45,600,sheet,2000,continuous,600
MGP10,2/90x45,600,sheet,1500,continuous,600
MGP10,2/90x45,600,sheet,1000,continuous,600
MGP10,2/90x45,600,sheet,500,continuous,600
MGP10,2/90x45,600,sheet,0,continuous,600
MGP10,3/90x35,600,sheet,7500,continuous,600
MGP10,3/90x35,600,sheet,7000,continuous,600
MGP10,3/90x35,600,sheet,6500,continuous,600
MGP10,3/90x35,600,sheet,6000,continuous,600
MGP10,3/90x35,600,sheet,5500,continuous,600
MGP10,3/90x35,600,sheet,5000,continuous,600
MGP10,3/90x35,600,sheet,4500,continuous,600
MGP10,3/90x35,600,sheet,4000,continuous,600
MGP10,3/90x35,600,sheet,3500,continuous,600
MGP10,3/90x35,600,sheet,3000,continuous,600
MGP10,3/90x35,600,sheet,2500,continuous,600
MGP10,3/90x35,600,sheet,2000,continuous,600
MGP10,3/90x35,600,sheet,1500,continuous,600
MGP10,3/90x35,600,sheet,1000,continuous,600
MGP10,3/90x35,600,sheet,500,continuous,600
MGP10,3/90x35,600,sheet,0,continuous,600
MGP10,3/90x45,600,sheet,7500,continuous,600
MGP10,3/90x45,600,sheet,7000,continuous,600
MGP10,3/90x45,600,sheet,6500,continuous,600
MGP10,3/90x45,600,sheet,6000,continuous,600
MGP10,3/90x45,600,sheet,5500,continuous,600
MGP10,3/90x45,600,sheet,5000,continuous,600
MGP10,3/90x45,600,sheet,4500,continuous,600
MGP10,3/90x45,600,sheet,4000,continuous,600
MGP10,3/90x45,600,sheet,3500,continuous,600
MGP10,3/90x45,600,sheet,3000,continuous,600
MGP10,3/90x45,600,sheet,2500,continuous,600
MGP10,3/90x45,600,sheet,2000,continuous,600
MGP10,3/90x45,600,sheet,1500,continuous,600
MGP10,3/90x45,600,sheet,1000,continuous,600
MGP10,3/90x45,600,sheet,500,continuous,600
MGP10,3/90x45,600,sheet,0,continuous,600
MGP10,70x35,900,sheet,0,continuous,600
MGP10,70x45,900,sheet,4500,continuous,300
MGP10,70x45,900,sheet,4000,continuous,300
MGP10,70x45,900,sheet,3500,continuous,300
MGP10,70x45,900,sheet,3000,continuous,450
MGP10,70x45,900,sheet,2500,continuous,600
MGP10,70x45,900,sheet,2000,continuous,600
MGP10,70x45,900,sheet,1500,continuous,600
MGP10,70x45,900,sheet,1000,continuous,600
MGP10,70x45,900,sheet,500,continuous,600
MGP10,70x45,900,sheet,0,continuous,600
MGP10,2/70x35,900,sheet,7500,continuous,300
MGP10,2/70x35,900,sheet,7000,continuous,300
MGP10,2/70x35,900,sheet,6500,continuous,300
MGP10,2/70x35,900,sheet,6000,continuous,300
MGP10,2/70x35,900,sheet,5500,continuous,450
MGP10,2/70x35,900,sheet,5000,continuous,450
MGP10,2/70x35,900,sheet,4500,continuous,450
MGP10,2/70x35,900,sheet,4000,continuous,600
MGP10,2/70x35,900,sheet,3500,continuous,600
MGP10,2/70x35,900,sheet,3000,continuous,600
MGP10,2/70x35,900,sheet,2500,continuous,600
MGP10,2/70x35,900,sheet,2000,continuous,600
MGP10,2/70x35,900,sheet,1500,continuous,600
MGP10,2/70x35,900,sheet,1000,continuous,600
MGP10,2/70x35,900,sheet,500,continuous,600
MGP10,2/70x35,900,sheet,0,continuous,600
MGP10,2/70x45,900,sheet,7500,continuous,600
MGP10,2/70x45,900,sheet,7000,continuous,600
MGP10,2/70x45,900,sheet,6500,continuous,600
MGP10,2/70x45,900,sheet,6000,continuous,600
MGP10,2/70x45,900,sheet,5500,continuous,600
MGP10,2/70x45,900,sheet,5000,continuous,600
MGP10,2/70x45,900,sheet,4500,continuous,600
MGP10,2/70x45,900,sheet,4000,continuous,600
MGP10,2/70x45,900,sheet,3500,continuous,600
MGP10,2/70x45,900,sheet,3000,continuous,600
MGP10,2/70x45,900,sheet,2500,continuous,600
MGP10,2/70x45,900,sheet,2000,continuous,600
MGP10,2/70x45,900,sheet,1500,continuous,600
MGP10,2/70x45,900,sheet,1000,continuous,600
MGP10,2/70x45,900,sheet,500,continuous,600
MGP10,2/70x45,900,sheet,0,continuous,600
MGP10,3/70x35,900,sheet,7500,continuous,600
MGP10,3/70x35,900,sheet,7000,continuous,600
MGP10,3/70x35,900,sheet,6500,continuous,600
MGP10,3/70x35,900,sheet,6000,continuous,600
MGP10,3/70x35,900,sheet,5500,continuous,600
MGP10,3/70x35,900,sheet,5000,continuous,600
MGP10,3/70x35,900,sheet,4500,continuous,600
MGP10,3/70x35,900,sheet,4000,continuous,600
MGP10,3/70x35,900,sheet,3500,continuous,600
MGP10,3/70x35,900,sheet,3000,continuous,600
MGP10,3/70x35,900,sheet,2500,continuous,600
MGP10,3/70x35,900,sheet,2000,continuous,600
MGP10,3/70x35,900,sheet,1500,continuous,600
MGP10,3/70x35,900,sheet,1000,continuous,600
MGP10,3/70x35,900,sheet,500,continuous,600
MGP10,3/70x35,900,sheet,0,continuous,600
MGP10,3/70x45,900,sheet,7500,continuous,600
MGP10,3/70x45,900,sheet,7000,continuous,600
MGP10,3/70x45,900,sheet,6500,continuous,600
MGP10,3/70x45,900,sheet,6000,continuous,600
MGP10,3/70x45,900,sheet,5500,continuous,600
MGP10,3/70x45,900,sheet,5000,continuous,600
MGP10,3/70x45,900,sheet,4500,continuous,600
MGP10,3/70x45,900,sheet,4000,continuous,600
MGP10,3/70x45,900,sheet,3500,continuous,600
MGP10,3/70x45,900,sheet,3000,continuous,600
MGP10,3/70x45,900,sheet,2500,continuous,600
MGP10,3/70x45,900,sheet,2000,continuous,600
MGP10,3/70x45,900,sheet,1500,continuous,600
MGP10,3/70x45,900,sheet,1000,continuous,600
MGP10,3/70x45,900,sheet,500,continuous,600
MGP10,3/70x45,900,sheet,0,continuous,600
MGP10,90x35,900,sheet,2500,continuous,300
MGP10,90x35,900,sheet,2000,continuous,450
MGP10,90x35,900,sheet,1500,continuous,450
MGP10,90x35,900,sheet,1000,continuous,450
MGP10,90x35,900,sheet,500,continuous,450
MGP10,90x35,900,sheet,0,continuous,600
MGP10,90x45,900,sheet,7500,continuous,300
MGP10,90x45,900,sheet,7000,continuous,300
MGP10,90x45,900,sheet,6500,continuous,300
MGP10,90x45,900,sheet,6000,continuous,300
MGP10,90x45,900,sheet,5500,continuous,300
MGP10,90x45,900,sheet,5000,continuous,450
MGP10,90x45,900,sheet,4500,continuous,450
MGP10,90x45,900,sheet,4000,continuous,600
MGP10,90x45,900,sheet,3500,continuous,600
MGP10,90x45,900,sheet,3000,continuous,600
MGP10,90x45,900,sheet,2500,continuous,600
MGP10,90x45,900,sheet,2000,continuous,600
MGP10,90x45,900,sheet,1500,continuous,600
MGP10,90x45,900,sheet,1000,continuous,600
MGP10,90x45,900,sheet,500,continuous,600
MGP10,90x45,900,sheet,0,continuous,600
MGP10,2/90x35,900,sheet,7500,continuous,450
MGP10,2/90x35,900,sheet,7000,continuous,450
MGP10,2/90x35,900,sheet,6500,continuous,450
MGP10,2/90x35,900,sheet,6000,continuous,600
MGP10,2/90x35,900,sheet,5500,continuous,600
MGP10,2/90x35,900,sheet,5000,continuous,600
MGP10,2/90x35,900,sheet,4500,continuous,600
MGP10,2/90x35,900,sheet,4000,continuous,600
MGP10,2/90x35,900,sheet,3500,continuous,600
MGP10,2/90x35,900,sheet,3000,continuous,600
MGP10,2/90x35,900,sheet,2500,continuous,600
MGP10,2/90x35,900,sheet,2000,continuous,600
MGP10,2/90x35,900,sheet,1500,continuous,600
MGP10,2/90x35,900,sheet,1000,continuous,600
MGP10,2/90x35,900,sheet,500,continuous,600
MGP10,2/90x35,900,sheet,0,continuous,600
MGP10,2/90x45,900,sheet,7500,continuous,600
MGP10,2/90x45,900,sheet,7000,continuous,600
MGP10,2/90x45,900,sheet,6500,continuous,600
MGP10,2/90x45,900,sheet,6000,continuous,600
MGP10,2/90x45,900,sheet,5500,continuous,600
MGP10,2/90x45,900,sheet,5000,continuous,600
MGP10,2/90x45,900,sheet,4500,continuous,600
MGP10,2/90x45,900,sheet,4000,continuous,600
MGP10,2/90x45,900,sheet,3500,continuous,600
MGP10,2/90x45,900,sheet,3000,continuous,600
MGP10,2/90x45,900,sheet,2500,continuous,600
MGP10,2/90x45,900,sheet,2000,continuous,600
MGP10,2/90x45,900,sheet,1500,continuous,600
MGP10,2/90x45,900,sheet,1000,continuous,600
MGP10,2/90x45,900,sheet,500,continuous,600
MGP10,2/90x45,900,sheet,0,continuous,600
MGP10,3/90x35,900,sheet,7500,continuous,600
MGP10,3/90x35,900,sheet,7000,continuous,600
MGP10,3/90x35,900,sheet,6500,continuous,600
MGP10,3/90x35,900,sheet,6000,continuous,600
MGP10,3/90x35,900,sheet,5500,continuous,600
MGP10,3/90x35,900,sheet,5000,continuous,600
MGP10,3/90x35,900,sheet,4500,continuous,600
MGP10,3/90x35,900,sheet,4000,continuous,600
MGP10,3/90x35,900,sheet,3500,continuous,600
MGP10,3/90x35,900,sheet,3000,continuous,600
MGP10,3/90x35,900,sheet,2500,continuous,600
MGP10,3/90x35,900,sheet,2000,continuous,600
MGP10,3/90x35,900,sheet,1500,continuous,600
MGP10,3/90x35,900,sheet,1000,continuous,600
MGP10,3/90x35,900,sheet,500,continuous,600
MGP10,3/90x35,900,sheet,0,continuous,600
MGP10,3/90x45,900,sheet,7500,continuous,600
MGP10,3/90x45,900,sheet,7000,continuous,600
MGP10,3/90x45,900,sheet,6500,continuous,600
MGP10,3/90x45,900,sheet,6000,continuous,600
MGP10,3/90x45,900,sheet,5500,continuous,600
MGP10,3/90x45,900,sheet,5000,continuous,600
MGP10,3/90x45,900,sheet,4500,continuous,600
MGP10,3/90x45,900,sheet,4000,continuous,600
MGP10,3/90x45,900,sheet,3500,continuous,600
MGP10,3/90x45,900,sheet,3000,continuous,600
MGP10,3/90x45,900,sheet,2500,continuous,600
MGP10,3/90x45,900,sheet,2000,continuous,600
MGP10,3/90x45,900,sheet,1500,continuous,600
MGP10,3/90x45,900,sheet,1000,continuous,600
MGP10,3/90x45,900,sheet,500,continuous,600
MGP10,3/90x45,900,sheet,0,continuous,600
MGP10,70x35,1200,sheet,0,continuous,600
MGP10,70x45,1200,sheet,3500,continuous,300
MGP10,70x45,1200,sheet,3000,continuous,300
MGP10,70x45,1200,sheet,2500,continuous,300
MGP10,70x45,1200,sheet,2000,continuous,300
MGP10,70x45,1200,sheet,1500,continuous,300
MGP10,70x45,1200,sheet,1000,continuous,300
MGP10,70x45,1200,sheet,500,continuous,300
MGP10,70x45,1200,sheet,0,continuous,600
MGP10,2/70x35,1200,sheet,6000,continuous,300
MGP10,2/70x35,1200,sheet,5500,continuous,300
MGP10,2/70x35,1200,sheet,5000,continuous,300
MGP10,2/70x35,1200,sheet,4500,continuous,300
MGP10,2/70x35,1200,sheet,4000,continuous,300
MGP10,2/70x35,1200,sheet,3500,continuous,300
MGP10,2/70x35,1200,sheet,3000,continuous,450
MGP10,2/70x35,1200,sheet,2500,continuous,600
MGP10,2/70x35,1200,sheet,2000,continuous,600
MGP10,2/70x35,1200,sheet,1500,continuous,600
MGP10,2/70x35,1200,sheet,1000,continuous,600
MGP10,2/70x35,1200,sheet,500,continuous,600
MGP10,2/70x35,1200,sheet,0,continuous,600
MGP10,2/70x45,1200,sheet,7500,continuous,300
MGP10,2/70x45,1200,sheet,7000,continuous,450
MGP10,2/70x45,1200,sheet,6500,continuous,450
MGP10,2/70x45,1200,sheet,6000,continuous,450
MGP10,2/70x45,1200,sheet,5500,continuous,600
MGP10,2/70x45,1200,sheet,5000,continuous,600
MGP10,2/70x45,1200,sheet,4500,continuous,600
MGP10,2/70x45,1200,sheet,4000,continuous,600
MGP10,2/70x45,1200,sheet,3500,continuous,600
MGP10,2/70x45,1200,sheet,3000,continuous,600
MGP10,2/70x45,1200,sheet,2500,continuous,600
MGP10,2/70x45,1200,sheet,2000,continuous,600
MGP10,2/70x45,1200,sheet,1500,continuous,600
MGP10,2/70x45,1200,sheet,1000,continuous,600
MGP10,2/70x45,1200,sheet,500,continuous,600
MGP10,2/70x45,1200,sheet,0,continuous,600
MGP10,3/70x35,1200,sheet,7500,continuous,300
MGP10,3/70x35,1200,sheet,7000,continuous,450
MGP10,3/70x35,1200,sheet,6500,continuous,450
MGP10,3/70x35,1200,sheet,6000,continuous,450
MGP10,3/70x35,1200,sheet,5500,continuous,600
MGP10,3/70x35,1200,sheet,5000,continuous,600
MGP10,3/70x35,1200,sheet,4500,continuous,600
MGP10,3/70x35,1200,sheet,4000,continuous,600
MGP10,3/70x35,1200,sheet,3500,continuous,600
MGP10,3/70x35,1200,sheet,3000,continuous,600
MGP10,3/70x35,1200,sheet,2500,continuous,600
MGP10,3/70x35,1200,sheet,2000,continuous,600
MGP10,3/70x35,1200,sheet,1500,continuous,600
MGP10,3/70x35,1200,sheet,1000,continuous,600
MGP10,3/70x35,1200,sheet,500,continuous,600
MGP10,3/70x35,1200,sheet,0,continuous,600
MGP10,3/70x45,1200,sheet,7500,continuous,600
MGP10,3/70x45,1200,sheet,7000,continuous,600
MGP10,3/70x45,1200,sheet,6500,continuous,600
MGP10,3/70x45,1200,sheet,6000,continuous,600
MGP10,3/70x45,1200,sheet,5500,continuous,600
MGP10,3/70x45,1200,sheet,5000,continuous,600
MGP10,3/70x45,1200,sheet,4500,continuous,600
MGP10,3/70x45,1200,sheet,4000,continuous,600
MGP10,3/70x45,1200,sheet,3500,continuous,600
MGP10,3/70x45,1200,sheet,3000,continuous,600
MGP10,3/70x45,1200,sheet,2500,continuous,600
MGP10,3/70x45,1200,sheet,2000,continuous,600
MGP10,3/70x45,1200,sheet,1500,continuous,600
MGP10,3/70x45,1200,sheet,1000,continuous,600
MGP10,3/70x45,1200,sheet,500,continuous,600
MGP10,3/70x45,1200,sheet,0,continuous,600
MGP10,90x35,1200,sheet,2000,continuous,300
MGP10,90x35,1200,sheet,1500,continuous,300
MGP10,90x35,1200,sheet,1000,continuous,300
MGP10,90x35,1200,sheet,500,continuous,300
MGP10,90x35,1200,sheet,0,continuous,600
MGP10,90x45,1200,sheet,5500,continuous,300
MGP10,90x45,1200,sheet,5000,continuous,300
MGP10,90x45,1200,sheet,4500,continuous,300
MGP10,90x45,1200,sheet,4000,continuous,300
MGP10,90x45,1200,sheet,3500,continuous,300
MGP10,90x45,1200,sheet,3000,continuous,300
MGP10,90x45,1200,sheet,2500,continuous,600
MGP10,90x45,1200,sheet,2000,continuous,600
MGP10,90x45,1200,sheet,1500,continuous,600
MGP10,90x45,1200,sheet,1000,continuous,600
MGP10,90x45,1200,sheet,500,continuous,600
MGP10,90x45,1200,sheet,0,continuous,600
MGP10,2/90x35,1200,sheet,7500,continuous,300
MGP10,2/90x35,1200,sheet,7000,continuous,300
MGP10,2/90x35,1200,sheet,6500,continuous,300
MGP10,2/90x35,1200,sheet,6000,continuous,300
MGP10,2/90x35,1200,sheet,5500,continuous,300
MGP10,2/90x35,1200,sheet,5000,continuous,450
MGP10,2/90x35,1200,sheet,4500,continuous,450
MGP10,2/90x35,1200,sheet,4000,continuous,450
MGP10,2/90x35,1200,sheet,3500,continuous,600
MGP10,2/90x35,1200,sheet,3000,continuous,600
MGP10,2/90x35,1200,sheet,2500,continuous,600
MGP10,2/90x35,1200,sheet,2000,continuous,600
MGP10,2/90x35,1200,sheet,1500,continuous,600
MGP10,2/90x35,1200,sheet,1000,continuous,600
MGP10,2/90x35,1200,sheet,500,continuous,600
MGP10,2/90x35,1200,sheet,0,continuous,600
MGP10,2/90x45,1200,sheet,7500,continuous,600
MGP10,2/90x45,1200,sheet,7000,continuous,600
MGP10,2/90x45,1200,sheet,6500,continuous,600
MGP10,2/90x45,1200,sheet,6000,continuous,600
MGP10,2/90x45,1200,sheet,5500,continuous,600
MGP10,2/90x45,1200,sheet,5000,continuous,600
MGP10,2/90x45,1200,sheet,4500,continuous,600
MGP10,2/90x45,1200,sheet,4000,continuous,600
MGP10,2/90x45,1200,sheet,3500,continuous,600
MGP10,2/90x45,1200,sheet,3000,continuous,600
MGP10,2/90x45,1200,sheet,2500,continuous,600
MGP10,2/90x45,1200,sheet,2000,continuous,600
MGP10,2/90x45,1200,sheet,1500,continuous,600
MGP10,2/90x45,1200,sheet,1000,continuous,600
MGP10,2/90x45,1200,sheet,500,continuous,600
MGP10,2/90x45,1200,sheet,0,continuous,600
MGP10,3/90x35,1200,sheet,7500,continuous,450
MGP10,3/90x35,1200,sheet,7000,continuous,600
MGP10,3/90x35,1200,sheet,6500,continuous,600
MGP10,3/90x35,1200,sheet,6000,continuous,600
MGP10,3/90x35,1200,sheet,5500,continuous,600
MGP10,3/90x35,1200,sheet,5000,continuous,600
MGP10,3/90x35,1200,sheet,4500,continuous,600
MGP10,3/90x35,1200,sheet,4000,continuous,600
MGP10,3/90x35,1200,sheet,3500,continuous,600
MGP10,3/90x35,1200,sheet,3000,continuous,600
MGP10,3/90x35,1200,sheet,2500,continuous,600
MGP10,3/90x35,1200,sheet,2000,continuous,600
MGP10,3/90x35,1200,sheet,1500,continuous,600
MGP10,3/90x35,1200,sheet,1000,continuous,600
MGP10,3/90x35,1200,sheet,500,continuous,600
MGP10,3/90x35,1200,sheet,0,continuous,600
MGP10,3/90x45,1200,sheet,7500,continuous,600
MGP10,3/90x45,1200,sheet,7000,continuous,600
MGP10,3/90x45,1200,sheet,6500,continuous,600
MGP10,3/90x45,1200,sheet,6000,continuous,600
MGP10,3/90x45,1200,sheet,5500,continuous,600
MGP10,3/90x45,1200,sheet,5000,continuous,600
MGP10,3/90x45,1200,sheet,4500,continuous,600
MGP10,3/90x45,1200,sheet,4000,continuous,600
MGP10,3/90x45,1200,sheet,3500,continuous,600
MGP10,3/90x45,1200,sheet,3000,continuous,600
MGP10,3/90x45,1200,sheet,2500,continuous,600
MGP10,3/90x45,1200,sheet,2000,continuous,600
MGP10,3/90x45,1200,sheet,1500,continuous,600
MGP10,3/90x45,1200,sheet,1000,continuous,600
MGP10,3/90x45,1200,sheet,500,continuous,600
MGP10,3/90x45,1200,sheet,0,continuous,600
MGP10,70x35,450,tile,4000,continuous,300
MGP10,70x35,450,tile,3500,continuous,300
MGP10,70x35,450,tile,3000,continuous,300
MGP10,70x35,450,tile,2500,continuous,450
MGP10,70x35,450,tile,2000,continuous,600
MGP10,70x35,450,tile,1500,continuous,600
MGP10,70x35,450,tile,1000,continuous,600
MGP10,70x35,450,tile,500,continuous,600
MGP10,70x35,450,tile,0,continuous,600
MGP10,70x45,450,tile,7000,continuous,300
MGP10,70x45,450,tile,6500,continuous,300
MGP10,70x45,450,tile,6000,continuous,300
MGP10,70x45,450,tile,5500,continuous,300
MGP10,70x45,450,tile,5000,continuous,450
MGP10,70x45,450,tile,4500,continuous,450
MGP10,70x45,450,tile,4000,continuous,600
MGP10,70x45,450,tile,3500,continuous,600
MGP10,70x45,450,tile,3000,continuous,600
