grade,size,roof_load_width,roof_type,rafter_spacing,span_type,max_span
MGP12,2/140x45,4500,sheet,600,single,2600.0
MGP12,170x35,4500,sheet,600,single,2300.0
MGP12,2/170x35,4500,sheet,600,single,2900.0
MGP12,170x45,4500,sheet,600,single,2600.0
MGP12,2/170x45,4500,sheet,600,single,3100.0
MGP12,190x35,4500,sheet,600,single,2600.0
MGP12,2/190x35,4500,sheet,600,single,3200.0
MGP12,190x45,4500,sheet,600,single,2800.0
MGP12,2/190x45,4500,sheet,600,single,3400.0
MGP12,240x35,4500,sheet,600,single,3200.0
MGP12,2/240x35,4500,sheet,600,single,3800.0
MGP12,240x45,4500,sheet,600,single,3400.0
MGP12,2/240x45,4500,sheet,600,single,4000.0
MGP12,2/290x35,4500,sheet,600,single,4400.0
MGP12,290x45,4500,sheet,600,single,3900.0
MGP12,2/290x45,4500,sheet,600,single,4600.0
MGP12,90x35,4500,sheet,1200,single,1100.0
MGP12,2/90x35,4500,sheet,1200,single,1500.0
MGP12,90x45,4500,sheet,1200,single,1300.0
MGP12,2/90x45,4500,sheet,1200,single,1700.0
MGP12,120x35,4500,sheet,1200,single,1600.0
MGP12,2/120x35,4500,sheet,1200,single,2100.0
MGP12,120x45,4500,sheet,1200,single,1800.0
MGP12,2/120x45,4500,sheet,1200,single,2300.0
MGP12,140x35,4500,sheet,1200,single,1900.0
MGP12,2/140x35,4500,sheet,1200,single,2500.0
MGP12,140x45,4500,sheet,1200,single,2100.0
MGP12,2/140x45,4500,sheet,1200,single,2700.0
MGP12,170x35,4500,sheet,1200,single,2400.0
MGP12,2/170x35,4500,sheet,1200,single,2900.0
MGP12,170x45,4500,sheet,1200,single,2600.0
MGP12,2/170x45,4500,sheet,1200,single,3100.0
MGP12,190x35,4500,sheet,1200,single,2700.0
MGP12,2/190x35,4500,sheet,1200,single,3200.0
MGP12,190x45,4500,sheet,1200,single,2900.0
MGP12,2/190x45,4500,sheet,1200,single,3400.0
MGP12,240x35,4500,sheet,1200,single,3200.0
MGP12,2/240x35,4500,sheet,1200,single,3800.0
MGP12,240x45,4500,sheet,1200,single,3400.0
MGP12,2/240x45,4500,sheet,1200,single,4000.0
MGP12,2/290x35,4500,sheet,1200,single,4400.0
MGP12,290x45,4500,sheet,1200,single,3900.0
MGP12,2/290x45,4500,sheet,1200,single,4600.0
MGP12,90x35,6000,sheet,600,single,1200.0
MGP12,2/90x35,6000,sheet,600,single,1500.0
MGP12,90x45,6000,sheet,600,single,1300.0
MGP12,2/90x45,6000,sheet,600,single,1600.0
MGP12,120x35,6000,sheet,600,single,1500.0
MGP12,2/120x35,6000,sheet,600,single,1900.0
MGP12,120x45,6000,sheet,600,single,1600.0
MGP12,2/120x45,6000,sheet,600,single,2100.0
MGP12,140x35,6000,sheet,600,single,1800.0
MGP12,2/140x35,6000,sheet,600,single,2200.0
MGP12,140x45,6000,sheet,600,single,1900.0
MGP12,2/140x45,6000,sheet,600,single,2400.0
MGP12,170x35,6000,sheet,600,single,2100.0
MGP12,2/170x35,6000,sheet,600,single,2700.0
MGP12,170x45,6000,sheet,600,single,2300.0
MGP12,2/170x45,6000,sheet,600,single,2900.0
MGP12,190x35,6000,sheet,600,single,2400.0
MGP12,2/190x35,6000,sheet,600,single,3000.0
MGP12,190x45,6000,sheet,600,single,2600.0
MGP12,2/190x45,6000,sheet,600,single,3200.0
MGP12,240x35,6000,sheet,600,single,3000.0
MGP12,2/240x35,6000,sheet,600,single,3500.0
MGP12,240x45,6000,sheet,600,single,3200.0
MGP12,2/240x45,6000,sheet,600,single,3800.0
MGP12,2/290x35,6000,sheet,600,single,4100.0
MGP12,290x45,6000,sheet,600,single,3700.0
MGP12,2/290x45,6000,sheet,600,single,4300.0
MGP12,90x35,6000,sheet,1200,single,1000.0
MGP12,2/90x35,6000,sheet,1200,single,1300.0
MGP12,90x45,6000,sheet,1200,single,1100.0
MGP12,2/90x45,6000,sheet,1200,single,1500.0
MGP12,120x35,6000,sheet,1200,single,1400.0
MGP12,2/120x35,6000,sheet,1200,single,1900.0
MGP12,120x45,6000,sheet,1200,single,1600.0
MGP12,2/120x45,6000,sheet,1200,single,2100.0
MGP12,140x35,6000,sheet,1200,single,1700.0
MGP12,2/140x35,6000,sheet,1200,single,2200.0
MGP12,140x45,6000,sheet,1200,single,1900.0
MGP12,2/140x45,6000,sheet,1200,single,2400.0
MGP12,170x35,6000,sheet,1200,single,2100.0
MGP12,2/170x35,6000,sheet,1200,single,2700.0
MGP12,170x45,6000,sheet,1200,single,2300.0
MGP12,2/170x45,6000,sheet,1200,single,2900.0
MGP12,190x35,6000,sheet,1200,single,2400.0
MGP12,2/190x35,6000,sheet,1200,single,3000.0
MGP12,190x45,6000,sheet,1200,single,2600.0
MGP12,2/190x45,6000,sheet,1200,single,3100.0
MGP12,240x35,6000,sheet,1200,single,3000.0
MGP12,2/240x35,6000,sheet,1200,single,3500.0
MGP12,240x45,6000,sheet,1200,single,3200.0
MGP12,2/240x45,6000,sheet,1200,single,3700.0
MGP12,2/290x35,6000,sheet,1200,single,4100.0
MGP12,290x45,6000,sheet,1200,single,3600.0
MGP12,2/290x45,6000,sheet,1200,single,4300.0
MGP12,90x35,7500,sheet,600,single,1100.0
MGP12,2/90x35,7500,sheet,600,single,1400.0
MGP12,90x45,7500,sheet,600,single,1200.0
MGP12,2/90x45,7500,sheet,600,single,1500.0
MGP12,120x35,7500,sheet,600,single,1400.0
MGP12,2/120x35,7500,sheet,600,single,1700.0
MGP12,120x45,7500,sheet,600,single,1500.0
MGP12,2/120x45,7500,sheet,600,single,1900.0
MGP12,140x35,7500,sheet,600,single,1600.0
MGP12,2/140x35,7500,sheet,600,single,2100.0
MGP12,140x45,7500,sheet,600,single,1800.0
MGP12,2/140x45,7500,sheet,600,single,2200.0
MGP12,170x35,7500,sheet,600,single,2000.0
MGP12,2/170x35,7500,sheet,600,single,2500.0
MGP12,170x45,7500,sheet,600,single,2100.0
MGP12,2/170x45,7500,sheet,600,single,2700.0
MGP12,190x35,7500,sheet,600,single,2200.0
MGP12,2/190x35,7500,sheet,600,single,2800.0
MGP12,190x45,7500,sheet,600,single,2400.0
MGP12,2/190x45,7500,sheet,600,single,3000.0
MGP12,240x35,7500,sheet,600,single,2800.0
MGP12,2/240x35,7500,sheet,600,single,3400.0
MGP12,240x45,7500,sheet,600,single,3000.0
MGP12,2/240x45,7500,sheet,600,single,3600.0
MGP12,2/290x35,7500,sheet,600,single,3900.0
MGP12,290x45,7500,sheet,600,single,3500.0
MGP12,2/290x45,7500,sheet,600,single,4100.0
MGP12,90x35,7500,sheet,1200,single,900.0
MGP12,2/90x35,7500,sheet,1200,single,1200.0
MGP12,90x45,7500,sheet,1200,single,1000.0
MGP12,2/90x45,7500,sheet,1200,single,1300.0
MGP12,120x35,7500,sheet,1200,single,1300.0
MGP12,2/120x35,7500,sheet,1200,single,1700.0
MGP12,120x45,7500,sheet,1200,single,1400.0
MGP12,2/120x45,7500,sheet,1200,single,1900.0
MGP12,140x35,7500,sheet,1200,single,1600.0
MGP12,2/140x35,7500,sheet,1200,single,2000.0
MGP12,140x45,7500,sheet,1200,single,1700.0
MGP12,2/140x45,7500,sheet,1200,single,2200.0
MGP12,170x35,7500,sheet,1200,single,1900.0
MGP12,2/170x35,7500,sheet,1200,single,2500.0
MGP12,170x45,7500,sheet,1200,single,2100.0
MGP12,2/170x45,7500,sheet,1200,single,2700.0
MGP12,190x35,7500,sheet,1200,single,2200.0
MGP12,2/190x35,7500,sheet,1200,single,2800.0
MGP12,190x45,7500,sheet,1200,single,2400.0
MGP12,2/190x45,7500,sheet,1200,single,3000.0
MGP12,240x35,7500,sheet,1200,single,2800.0
MGP12,2/240x35,7500,sheet,1200,single,3300.0
MGP12,240x45,7500,sheet,1200,single,3000.0
MGP12,2/240x45,7500,sheet,1200,single,3500.0
MGP12,2/290x35,7500,sheet,1200,single,3800.0
MGP12,290x45,7500,sheet,1200,single,3400.0
MGP12,2/290x45,7500,sheet,1200,single,4100.0
MGP12,90x35,1500,tile,600,single,1500
MGP12,2/90x35,1500,tile,600,single,1800
MGP12,90x45,1500,tile,600,single,1600
MGP12,2/90x45,1500,tile,600,single,1900
MGP12,120x35,1500,tile,600,single,1900
MGP12,2/120x35,1500,tile,600,single,2300
MGP12,120x45,1500,tile,600,single,2000
MGP12,2/120x45,1500,tile,600,single,2500
MGP12,140x35,1500,tile,600,single,2100
MGP12,2/140x35,1500,tile,600,single,2700
MGP12,140x45,1500,tile,600,single,2300
MGP12,2/140x45,1500,tile,600,single,2900
MGP12,170x35,1500,tile,600,single,2600
MGP12,2/170x35,1500,tile,600,single,3200
MGP12,170x45,1500,tile,600,single,2800
MGP12,2/170x45,1500,tile,600,single,3300
MGP12,190x35,1500,tile,600,single,2900
MGP12,2/190x35,1500,tile,600,single,3400
MGP12,190x45,1500,tile,600,single,3100
MGP12,2/190x45,1500,tile,600,single,3600
MGP12,240x35,1500,tile,600,single,3400
MGP12,2/240x35,1500,tile,600,single,4100
MGP12,240x45,1500,tile,600,single,3700
MGP12,2/240x45,1500,tile,600,single,4300
MGP12,2/290x35,1500,tile,600,single,4700
MGP12,290x45,1500,tile,600,single,4200
MGP12,2/290x45,1500,tile,600,single,4900
MGP12,90x35,1500,tile,1200,single,1300
MGP12,2/90x35,1500,tile,1200,single,1700
MGP12,90x45,1500,tile,1200,single,1500
MGP12,2/90x45,1500,tile,1200,single,1900
MGP12,120x35,1500,tile,1200,single,1900
MGP12,2/120x35,1500,tile,1200,single,2400
MGP12,120x45,1500,tile,1200,single,2000
MGP12,2/120x45,1500,tile,1200,single,2600
MGP12,140x35,1500,tile,1200,single,2100
MGP12,2/140x35,1500,tile,1200,single,2700
MGP12,140x45,1500,tile,1200,single,2400
MGP12,2/140x45,1500,tile,1200,single,2900
MGP12,170x35,1500,tile,1200,single,2600
MGP12,2/170x35,1500,tile,1200,single,3100
MGP12,170x45,1500,tile,1200,single,2800
MGP12,2/170x45,1500,tile,1200,single,3300
MGP12,190x35,1500,tile,1200,single,2900
MGP12,2/190x35,1500,tile,1200,single,3400
MGP12,190x45,1500,tile,1200,single,3100
MGP12,2/190x45,1500,tile,1200,single,3600
MGP12,240x35,1500,tile,1200,single,3400
MGP12,2/240x35,1500,tile,1200,single,4100
MGP12,240x45,1500,tile,1200,single,3600
MGP12,2/240x45,1500,tile,1200,single,4300
MGP12,2/290x35,1500,tile,1200,single,4700
MGP12,290x45,1500,tile,1200,single,4200
MGP12,2/290x45,1500,tile,1200,single,4900
MGP12,90x35,3000,tile,600,single,1200
MGP12,2/90x35,3000,tile,600,single,1400
MGP12,90x45,3000,tile,600,single,1300
MGP12,2/90x45,3000,tile,600,single,1500
MGP12,120x35,3000,tile,600,single,1500
MGP12,2/120x35,3000,tile,600,single,1800
MGP12,120x45,3000,tile,600,single,1600
MGP12,2/120x45,3000,tile,600,single,2000
MGP12,140x35,3000,tile,600,single,1700
MGP12,2/140x35,3000,tile,600,single,2100
MGP12,140x45,3000,tile,600,single,1800
MGP12,2/140x45,3000,tile,600,single,2300
MGP12,170x35,3000,tile,600,single,2100
MGP12,2/170x35,3000,tile,600,single,2600
MGP12,170x45,3000,tile,600,single,2200
MGP12,2/170x45,3000,tile,600,single,2800
MGP12,190x35,3000,tile,600,single,2300
MGP12,2/190x35,3000,tile,600,single,2900
MGP12,190x45,3000,tile,600,single,2500
MGP12,2/190x45,3000,tile,600,single,3100
MGP12,240x35,3000,tile,600,single,2900
MGP12,2/240x35,3000,tile,600,single,3400
MGP12,240x45,3000,tile,600,single,3100
MGP12,2/240x45,3000,tile,600,single,3700
MGP12,2/290x35,3000,tile,600,single,4000
MGP12,290x45,3000,tile,600,single,3600
MGP12,2/290x45,3000,tile,600,single,4200
MGP12,90x35,3000,tile,1200,single,900
MGP12,2/90x35,3000,tile,1200,single,1200
MGP12,90x45,3000,tile,1200,single,1000
MGP12,2/90x45,3000,tile,1200,single,1400
MGP12,120x35,3000,tile,1200,single,1300
MGP12,2/120x35,3000,tile,1200,single,1800
MGP12,120x45,3000,tile,1200,single,1500
MGP12,2/120x45,3000,tile,1200,single,2000
MGP12,140x35,3000,tile,1200,single,1600
MGP12,2/140x35,3000,tile,1200,single,2100
MGP12,140x45,3000,tile,1200,single,1800
MGP12,2/140x45,3000,tile,1200,single,2300
MGP12,170x35,3000,tile,1200,single,2000
MGP12,2/170x35,3000,tile,1200,single,2600
MGP12,170x45,3000,tile,1200,single,2200
MGP12,2/170x45,3000,tile,1200,single,2800
MGP12,190x35,3000,tile,1200,single,2300
MGP12,2/190x35,3000,tile,1200,single,2900
MGP12,190x45,3000,tile,1200,single,2500
MGP12,2/190x45,3000,tile,1200,single,3100
MGP12,240x35,3000,tile,1200,single,2900
MGP12,2/240x35,3000,tile,1200,single,3400
MGP12,240x45,3000,tile,1200,single,3100
MGP12,2/240x45,3000,tile,1200,single,3600
MGP12,2/290x35,3000,tile,1200,single,3900
MGP12,290x45,3000,tile,1200,single,3500
MGP12,2/290x45,3000,tile,1200,single,4200
MGP12,90x35,4500,tile,600,single,1000
MGP12,2/90x35,4500,tile,600,single,1300
MGP12,90x45,4500,tile,600,single,1100
MGP12,2/90x45,4500,tile,600,single,1300
MGP12,120x35,4500,tile,600,single,1300
MGP12,2/120x35,4500,tile,600,single,1600
MGP12,120x45,4500,tile,600,single,1400
MGP12,2/120x45,4500,tile,600,single,1700
MGP12,140x35,4500,tile,600,single,1500
MGP12,2/140x35,4500,tile,600,single,1800
MGP12,140x45,4500,tile,600,single,1600
MGP12,2/140x45,4500,tile,600,single,2000
MGP12,170x35,4500,tile,600,single,1800
MGP12,2/170x35,4500,tile,600,single,2200
MGP12,170x45,4500,tile,600,single,1900
MGP12,2/170x45,4500,tile,600,single,2400
MGP12,190x35,4500,tile,600,single,2000
MGP12,2/190x35,4500,tile,600,single,2500
MGP12,190x45,4500,tile,600,single,2200
MGP12,2/190x45,4500,tile,600,single,2700
MGP12,240x35,4500,tile,600,single,2500
MGP12,2/240x35,4500,tile,600,single,3100
MGP12,240x45,4500,tile,600,single,2700
MGP12,2/240x45,4500,tile,600,single,3300
MGP12,2/290x35,4500,tile,600,single,3600
MGP12,290x45,4500,tile,600,single,3200
MGP12,2/290x45,4500,tile,600,single,3800
MGP12,90x35,4500,tile,1200,single,700
MGP12,2/90x35,4500,tile,1200,single,1000
MGP12,90x45,4500,tile,1200,single,800
MGP12,2/90x45,4500,tile,1200,single,1100
MGP12,120x35,4500,tile,1200,single,1100
MGP12,2/120x35,4500,tile,1200,single,1500
MGP12,120x45,4500,tile,1200,single,1200
MGP12,2/120x45,4500,tile,1200,single,1700
MGP12,140x35,4500,tile,1200,single,1300
MGP12,2/140x35,4500,tile,1200,single,1800
MGP12,140x45,4500,tile,1200,single,1500
MGP12,2/140x45,4500,tile,1200,single,2000
MGP12,170x35,4500,tile,1200,single,1800
MGP12,2/170x35,4500,tile,1200,single,2200
MGP12,170x45,4500,tile,1200,single,1900
MGP12,2/170x45,4500,tile,1200,single,2500
MGP12,190x35,4500,tile,1200,single,2000
MGP12,2/190x35,4500,tile,1200,single,2600
MGP12,190x45,4500,tile,1200,single,2100
MGP12,2/190x45,4500,tile,1200,single,2800
MGP12,240x35,4500,tile,1200,single,2500
MGP12,2/240x35,4500,tile,1200,single,3100
MGP12,240x45,4500,tile,1200,single,2800
MGP12,2/240x45,4500,tile,1200,single,3300
MGP12,2/290x35,4500,tile,1200,single,3600
MGP12,290x45,4500,tile,1200,single,3200
MGP12,2/290x45,4500,tile,1200,single,3800
MGP12,90x35,6000,tile,600,single,900
MGP12,2/90x35,6000,tile,600,single,1100
MGP12,90x45,6000,tile,600,single,1000
MGP12,2/90x45,6000,tile,600,single,1200
MGP12,120x35,6000,tile,600,single,1200
MGP12,2/120x35,6000,tile,600,single,1400
MGP12,120x45,6000,tile,600,single,1300
MGP12,2/120x45,6000,tile,600,single,1600
MGP12,140x35,6000,tile,600,single,1400
MGP12,2/140x35,6000,tile,600,single,1700
MGP12,140x45,6000,tile,600,single,1500
MGP12,2/140x45,6000,tile,600,single,1800
MGP12,170x35,6000,tile,600,single,1600
MGP12,2/170x35,6000,tile,600,single,2000
MGP12,170x45,6000,tile,600,single,1700
MGP12,2/170x45,6000,tile,600,single,2200
MGP12,190x35,6000,tile,600,single,1800
MGP12,2/190x35,6000,tile,600,single,2300
MGP12,190x45,6000,tile,600,single,2000
MGP12,2/190x45,6000,tile,600,single,2500
MGP12,240x35,6000,tile,600,single,2300
MGP12,2/240x35,6000,tile,600,single,2900
MGP12,240x45,6000,tile,600,single,2500
MGP12,2/240x45,6000,tile,600,single,3100
MGP12,2/290x35,6000,tile,600,single,3300
MGP12,290x45,6000,tile,600,single,3000
MGP12,2/290x45,6000,tile,600,single,3600
MGP12,90x35,6000,tile,1200,single,600
MGP12,2/90x35,6000,tile,1200,single,900
MGP12,90x45,6000,tile,1200,single,700
MGP12,2/90x45,6000,tile,1200,single,1000
MGP12,120x35,6000,tile,1200,single,900
MGP12,2/120x35,6000,tile,1200,single,1300
MGP12,120x45,6000,tile,1200,single,1000
MGP12,2/120x45,6000,tile,1200,single,1400
MGP12,140x35,6000,tile,1200,single,1100
MGP12,2/140x35,6000,tile,1200,single,1600
MGP12,140x45,6000,tile,1200,single,1300
MGP12,2/140x45,6000,tile,1200,single,1800
MGP12,170x35,6000,tile,1200,single,1500
MGP12,2/170x35,6000,tile,1200,single,2000
MGP12,170x45,6000,tile,1200,single,1700
MGP12,2/170x45,6000,tile,1200,single,2200
MGP12,190x35,6000,tile,1200,single,1700
MGP12,2/190x35,6000,tile,1200,single,2300
MGP12,190x45,6000,tile,1200,single,1900
MGP12,2/190x45,6000,tile,1200,single,2500
MGP12,240x35,6000,tile,1200,single,2200
MGP12,2/240x35,6000,tile,1200,single,2900
MGP12,240x45,6000,tile,1200,single,2500
MGP12,2/240x45,6000,tile,1200,single,3100
MGP12,2/290x35,6000,tile,1200,single,3300
MGP12,290x45,6000,tile,1200,single,2900
MGP12,2/290x45,6000,tile,1200,single,3500
MGP12,90x35,7500,tile,600,single,800
MGP12,2/90x35,7500,tile,600,single,1000
MGP12,90x45,7500,tile,600,single,900
MGP12,2/90x45,7500,tile,600,single,1100
MGP12,120x35,7500,tile,600,single,1100
MGP12,2/120x35,7500,tile,600,single,1400
MGP12,120x45,7500,tile,600,single,1200
MGP12,2/120x45,7500,tile,600,single,1400
MGP12,140x35,7500,tile,600,single,1200
MGP12,2/140x35,7500,tile,600,single,1500
MGP12,140x45,7500,tile,600,single,1400
MGP12,2/140x45,7500,tile,600,single,1700
MGP12,170x35,7500,tile,600,single,1500
MGP12,2/170x35,7500,tile,600,single,1900
MGP12,170x45,7500,tile,600,single,1600
MGP12,2/170x45,7500,tile,600,single,2100
MGP12,190x35,7500,tile,600,single,1700
MGP12,2/190x35,7500,tile,600,single,2100
MGP12,190x45,7500,tile,600,single,1800
MGP12,2/190x45,7500,tile,600,single,2300
MGP12,240x35,7500,tile,600,single,2000
MGP12,2/240x35,7500,tile,600,single,2700
MGP12,240x45,7500,tile,600,single,2300
MGP12,2/240x45,7500,tile,600,single,2900
MGP12,2/290x35,7500,tile,600,single,3200
MGP12,290x45,7500,tile,600,single,2600
MGP12,2/290x45,7500,tile,600,single,3400
MGP12,90x35,7500,tile,1200,single,0
MGP12,2/90x35,7500,tile,1200,single,800
MGP12,90x45,7500,tile,1200,single,600
MGP12,2/90x45,7500,tile,1200,single,900
MGP12,120x35,7500,tile,1200,single,700
MGP12,2/120x35,7500,tile,1200,single,1100
MGP12,120x45,7500,tile,1200,single,800
MGP12,2/120x45,7500,tile,1200,single,1300
MGP12,140x35,7500,tile,1200,single,900
MGP12,2/140x35,7500,tile,1200,single,1400
MGP12,140x45,7500,tile,1200,single,1100
MGP12,2/140x45,7500,tile,1200,single,1600
MGP12,170x35,7500,tile,1200,single,1200
MGP12,2/170x35,7500,tile,1200,single,1900
MGP12,170x45,7500,tile,1200,single,1400
MGP12,2/170x45,7500,tile,1200,single,2000
MGP12,190x35,7500,tile,1200,single,1300
MGP12,2/190x35,7500,tile,1200,single,2100
MGP12,190x45,7500,tile,1200,single,1700
MGP12,2/190x45,7500,tile,1200,single,2300
MGP12,240x35,7500,tile,1200,single,1900
MGP12,2/240x35,7500,tile,1200,single,2700
MGP12,240x45,7500,tile,1200,single,2200
MGP12,2/240x45,7500,tile,1200,single,2900
MGP12,2/290x35,7500,tile,1200,single,3100
MGP12,290x45,7500,tile,1200,single,2600
MGP12,2/290x45,7500,tile,1200,single,3300
MGP15,90x35,1500,sheet,600,single,2100.0
MGP15,2/90x35,1500,sheet,600,single,2500.0
MGP15,90x45,1500,sheet,600,single,2200.0
MGP15,2/90x45,1500,sheet,600,single,2600.0
MGP15,120x35,1500,sheet,600,single,2600.0
MGP15,2/120x35,1500,sheet,600,single,3100.0
MGP15,120x45,1500,sheet,600,single,2800.0
MGP15,2/120x45,1500,sheet,600,single,3300.0
MGP15,140x35,1500,sheet,600,single,3000.0
MGP15,2/140x35,1500,sheet,600,single,3500.0
MGP15,140x45,1500,sheet,600,single,3200.0
MGP15,2/140x45,1500,sheet,600,single,3700.0
MGP15,170x35,1500,sheet,600,single,3400.0
MGP15,2/170x35,1500,sheet,600,single,4000.0
MGP15,170x45,1500,sheet,600,single,3600.0
MGP15,2/170x45,1500,sheet,600,single,4200.0
MGP15,190x35,1500,sheet,600,single,3700.0
MGP15,2/190x35,1500,sheet,600,single,4300.0
MGP15,190x45,1500,sheet,600,single,3900.0
MGP15,2/190x45,1500,sheet,600,single,4600.0
MGP15,240x35,1500,sheet,600,single,4400.0
MGP15,2/240x35,1500,sheet,600,single,5100.0
MGP15,240x45,1500,sheet,600,single,4600.0
MGP15,2/240x45,1500,sheet,600,single,5400.0
MGP15,2/290x35,1500,sheet,600,single,5900.0
MGP15,290x45,1500,sheet,600,single,5300.0
MGP15,2/290x45,1500,sheet,600,single,6200.0
MGP15,90x35,1500,sheet,1200,single,2000.0
MGP15,2/90x35,1500,sheet,1200,single,2500.0
MGP15,90x45,1500,sheet,1200,single,2200.0
MGP15,2/90x45,1500,sheet,1200,single,2700.0
MGP15,120x35,1500,sheet,1200,single,2700.0
MGP15,2/120x35,1500,sheet,1200,single,3100.0
MGP15,120x45,1500,sheet,1200,single,2800.0
MGP15,2/120x45,1500,sheet,1200,single,3300.0
MGP15,140x35,1500,sheet,1200,single,3000.0
MGP15,2/140x35,1500,sheet,1200,single,3400.0
MGP15,140x45,1500,sheet,1200,single,3100.0
MGP15,2/140x45,1500,sheet,1200,single,3600.0
MGP15,170x35,1500,sheet,1200,single,3400.0
MGP15,2/170x35,1500,sheet,1200,single,4000.0
MGP15,170x45,1500,sheet,1200,single,3600.0
MGP15,2/170x45,1500,sheet,1200,single,4200.0
MGP15,190x35,1500,sheet,1200,single,3700.0
MGP15,2/190x35,1500,sheet,1200,single,4300.0
MGP15,190x45,1500,sheet,1200,single,3900.0
MGP15,2/190x45,1500,sheet,1200,single,4600.0
MGP15,240x35,1500,sheet,1200,single,4400.0
MGP15,2/240x35,1500,sheet,1200,single,5100.0
MGP15,240x45,1500,sheet,1200,single,4600.0
MGP15,2/240x45,1500,sheet,1200,single,5400.0
MGP15,2/290x35,1500,sheet,1200,single,5800.0
MGP15,290x45,1500,sheet,1200,single,5300.0
MGP15,2/290x45,1500,sheet,1200,single,6100.0
MGP15,90x35,3000,sheet,600,single,1600.0
MGP15,2/90x35,3000,sheet,600,single,2000.0
MGP15,90x45,3000,sheet,600,single,1700.0
MGP15,2/90x45,3000,sheet,600,single,2100.0
MGP15,120x35,3000,sheet,600,single,2100.0
MGP15,2/120x35,3000,sheet,600,single,2600.0
MGP15,120x45,3000,sheet,600,single,2200.0
MGP15,2/120x45,3000,sheet,600,single,2700.0
MGP15,140x35,3000,sheet,600,single,2400.0
MGP15,2/140x35,3000,sheet,600,single,2900.0
MGP15,140x45,3000,sheet,600,single,2600.0
MGP15,2/140x45,3000,sheet,600,single,3100.0
MGP15,170x35,3000,sheet,600,single,2900.0
MGP15,2/170x35,3000,sheet,600,single,3400.0
MGP15,170x45,3000,sheet,600,single,3100.0
MGP15,2/170x45,3000,sheet,600,single,3600.0
MGP15,190x35,3000,sheet,600,single,3100.0
MGP15,2/190x35,3000,sheet,600,single,3700.0
MGP15,190x45,3000,sheet,600,single,3300.0
MGP15,2/190x45,3000,sheet,600,single,3900.0
MGP15,240x35,3000,sheet,600,single,3700.0
MGP15,2/240x35,3000,sheet,600,single,4400.0
MGP15,240x45,3000,sheet,600,single,3900.0
MGP15,2/240x45,3000,sheet,600,single,4600.0
MGP15,2/290x35,3000,sheet,600,single,5000.0
MGP15,290x45,3000,sheet,600,single,4500.0
MGP15,2/290x45,3000,sheet,600,single,5300.0
MGP15,90x35,3000,sheet,1200,single,1500.0
MGP15,2/90x35,3000,sheet,1200,single,2000.0
MGP15,90x45,3000,sheet,1200,single,1700.0
MGP15,2/90x45,3000,sheet,1200,single,2100.0
MGP15,120x35,3000,sheet,1200,single,2100.0
MGP15,2/120x35,3000,sheet,1200,single,2600.0
MGP15,120x45,3000,sheet,1200,single,2300.0
MGP15,2/120x45,3000,sheet,1200,single,2800.0
MGP15,140x35,3000,sheet,1200,single,2400.0
MGP15,2/140x35,3000,sheet,1200,single,2900.0
MGP15,140x45,3000,sheet,1200,single,2600.0
MGP15,2/140x45,3000,sheet,1200,single,3100.0
MGP15,170x35,3000,sheet,1200,single,2900.0
MGP15,2/170x35,3000,sheet,1200,single,3400.0
MGP15,170x45,3000,sheet,1200,single,3000.0
MGP15,2/170x45,3000,sheet,1200,single,3600.0
MGP15,190x35,3000,sheet,1200,single,3100.0
MGP15,2/190x35,3000,sheet,1200,single,3700.0
MGP15,190x45,3000,sheet,1200,single,3300.0
MGP15,2/190x45,3000,sheet,1200,single,3900.0
MGP15,240x35,3000,sheet,1200,single,3700.0
MGP15,2/240x35,3000,sheet,1200,single,4400.0
MGP15,240x45,3000,sheet,1200,single,3900.0
MGP15,2/240x45,3000,sheet,1200,single,4600.0
MGP15,2/290x35,3000,sheet,1200,single,5000.0
MGP15,290x45,3000,sheet,1200,single,4500.0
MGP15,2/290x45,3000,sheet,1200,single,5300.0
MGP15,90x35,4500,sheet,600,single,1400.0
MGP15,2/90x35,4500,sheet,600,single,1700.0
MGP15,90x45,4500,sheet,600,single,1500.0
MGP15,2/90x45,4500,sheet,600,single,1800.0
MGP15,120x35,4500,sheet,600,single,1800.0
MGP15,2/120x35,4500,sheet,600,single,2200.0
MGP15,120x45,4500,sheet,600,single,1900.0
MGP15,2/120x45,4500,sheet,600,single,2400.0
MGP15,140x35,4500,sheet,600,single,2100.0
MGP15,2/140x35,4500,sheet,600,single,2600.0
MGP15,140x45,4500,sheet,600,single,2200.0
MGP15,2/140x45,4500,sheet,600,single,2800.0
MGP15,170x35,4500,sheet,600,single,2500.0
MGP15,2/170x35,4500,sheet,600,single,3100.0
MGP15,170x45,4500,sheet,600,single,2700.0
MGP15,2/170x45,4500,sheet,600,single,3300.0
MGP15,190x35,4500,sheet,600,single,2800.0
MGP15,2/190x35,4500,sheet,600,single,3300.0
MGP15,190x45,4500,sheet,600,single,3000.0
MGP15,2/190x45,4500,sheet,600,single,3500.0
MGP15,240x35,4500,sheet,600,single,3400.0
MGP15,2/240x35,4500,sheet,600,single,4000.0
MGP15,240x45,4500,sheet,600,single,3600.0
MGP15,2/240x45,4500,sheet,600,single,4200.0
MGP15,2/290x35,4500,sheet,600,single,4600.0
MGP15,290x45,4500,sheet,600,single,4100.0
MGP15,2/290x45,4500,sheet,600,single,4800.0
MGP15,90x35,4500,sheet,1200,single,1300.0
