,0,1
0,y_C0^E1,0.0
1,y_C0^E6,6.0
2,y_C0^E7,13.0
3,y_C100^E5,0.0
4,y_C101^E5,0.0
5,y_C102^E5,0.0
6,y_C103^E5,0.0
7,y_C104^E5,0.0
8,y_C105^E5,0.0
9,y_C106^E5,0.0
10,y_C107^E5,0.0
11,y_C108^E5,0.0
12,y_C109^E5,0.0
13,y_C10^E2,0.0
14,y_C110^E5,0.0
15,y_C111^E5,0.0
16,y_C112^E5,0.0
17,y_C113^E5,0.0
18,y_C114^E5,0.0
19,y_C115^E5,0.0
20,y_C116^E5,0.0
21,y_C117^E5,0.0
22,y_C118^E5,0.0
23,y_C119^E5,0.0
24,y_C11^E2,0.0
25,y_C120^E5,0.0
26,y_C121^E5,0.0
27,y_C122^E5,0.0
28,y_C123^E5,0.0
29,y_C124^E5,0.0
30,y_C125^E5,0.0
31,y_C126^E5,0.0
32,y_C127^E5,0.0
33,y_C128^E5,0.0
34,y_C129^E5,0.0
35,y_C12^E2,0.0
36,y_C130^E5,0.0
37,y_C131^E5,0.0
38,y_C132^E5,0.0
39,y_C133^E5,0.0
40,y_C134^E5,0.0
41,y_C135^E5,0.0
42,y_C136^E5,0.0
43,y_C137^E5,0.0
44,y_C138^E5,0.0
45,y_C139^E5,0.0
46,y_C13^E2,0.0
47,y_C140^E5,0.0
48,y_C14^E2,0.0
49,y_C15^E2,0.0
50,y_C16^E2,0.0
51,y_C17^E3,0.0
52,y_C18^E3,0.0
53,y_C19^E3,5.0
54,y_C1^E1,0.0
55,y_C1^E6,12.0
56,y_C20^E3,0.0
57,y_C21^E3,0.0
58,y_C22^E3,0.0
59,y_C23^E3,0.0
60,y_C24^E3,0.0
61,y_C25^E3,0.0
62,y_C26^E3,0.0
63,y_C27^E3,0.0
64,y_C28^E3,0.0
65,y_C29^E3,0.0
66,y_C2^E1,8.0
67,y_C2^E6,0.0
68,y_C30^E3,0.0
69,y_C31^E3,0.0
70,y_C32^E3,0.0
71,y_C33^E3,0.0
72,y_C34^E3,0.0
73,y_C35^E3,0.0
74,y_C36^E3,0.0
75,y_C37^E4,0.0
76,y_C38^E4,10.0
77,y_C39^E4,0.0
78,y_C3^E1,0.0
79,y_C40^E4,3.0
80,y_C41^E4,0.0
81,y_C42^E4,0.0
82,y_C43^E4,0.0
83,y_C44^E4,0.0
84,y_C45^E4,0.0
85,y_C46^E4,0.0
86,y_C47^E4,0.0
87,y_C48^E4,0.0
88,y_C49^E4,0.0
89,y_C4^E1,0.0
90,y_C50^E4,0.0
91,y_C51^E4,0.0
92,y_C52^E4,0.0
93,y_C53^E4,0.0
94,y_C54^E4,0.0
95,y_C55^E4,0.0
96,y_C56^E4,0.0
97,y_C57^E4,0.0
98,y_C58^E4,0.0
99,y_C59^E4,0.0
100,y_C5^E1,0.0
101,y_C60^E4,0.0
102,y_C61^E4,0.0
103,y_C62^E4,0.0
104,y_C63^E4,0.0
105,y_C64^E4,0.0
106,y_C65^E4,0.0
107,y_C66^E5,0.0
108,y_C67^E5,0.0
109,y_C68^E5,0.0
110,y_C69^E5,0.0
111,y_C6^E1,0.0
112,y_C70^E5,0.0
113,y_C71^E5,0.0
114,y_C72^E5,0.0
115,y_C73^E5,0.0
116,y_C74^E5,10.0
117,y_C75^E5,0.0
118,y_C76^E5,0.0
119,y_C77^E5,0.0
120,y_C78^E5,0.0
121,y_C79^E5,0.0
122,y_C7^E2,4.0
123,y_C80^E5,0.0
124,y_C81^E5,0.0
125,y_C82^E5,0.0
126,y_C83^E5,0.0
127,y_C84^E5,0.0
128,y_C85^E5,0.0
129,y_C86^E5,0.0
130,y_C87^E5,0.0
131,y_C88^E5,0.0
132,y_C89^E5,0.0
133,y_C8^E2,10.0
134,y_C90^E5,0.0
135,y_C91^E5,0.0
136,y_C92^E5,0.0
137,y_C93^E5,0.0
138,y_C94^E5,0.0
139,y_C95^E5,0.0
140,y_C96^E5,0.0
141,y_C97^E5,0.0
142,y_C98^E5,0.0
143,y_C99^E5,0.0
144,y_C9^E2,0.0
